CUUNIT,CUDESC,CUTYPE,CUTABL,CUPROM,CUOBSO,CUUNDR,CUMSTI,CUSUBI,CUSYMB,CUSEL1,CUSEL2,CUSEL3,CUSEL4,CUSEL5,CUATR1,CUATR2,CUATR3,CUATR4,CUATR5,CUCOLD,CUHOT,CURMV,CUFERC,CUFEAT,CUKIND,CUADDI,CURNUM,CURDTE,CURDES,CUEFCC,CUEFYY,CUEFMM,CUEFDD,CUCRCC,CUCRYY,CUCRMM,CUCRDD,CUCRTT,CUCRUU,CUCHCC,CUCHYY,CUCHMM,CUCHDD,CUCHTT,CUCHUU
TP3AGA,69KV TRANSMISSION 1 POLE TANGENT LINE POSTS  W/DOUBLE CIRCUIT,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/13,NEW SPEC,20,14,1,14,20,14,1,14,150232,MNESS,20,14,1,16,150426,MNESS
TP3B,115KV TRANSMISSION 1 POLE ANGLE LINE POST POLY,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TP3B-G,115KV TRANSMISSION 1 POLE ANGLE LINE POST POLY W/OHGW,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113502,DDAWSON
TPDA,69KV TRANSMISSION 1 POLE TANGENT DOUBLE CIRCUIT HORIZONTAL LINE POST,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,11/99,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDA-G,69KV TRANSMISSION 1 POLE TANGENT DOUBLE CIRCUIT HORIZONTAL LINE POST W/STATIC,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,11/99,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDA-GDDE,69KV TRANSMISSION 1 POLE TANGENT DOUBLE CIRCUIT HORIZONTAL LINE POST W/STATIC DE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,11/99,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDA-GDE,69KV TRANSMISSION 1 POLE TANGENT DOUBLE CIRCUIT HORIZONTAL LINE POST W/STATIC DE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,11/99,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDA3,69KV TRANSMISSION 1 POLE TANGENT DOUBLE CIRCUIT HORIZONTAL LINE POST 3INCH,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,12/03,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDAG3,69KV TRANSMISSION 1 POLE TANGENT DOUBLE CIRCUIT 3inHORIZONTAL LINE POST W/STATIC,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,11/99,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDAGDDE3,69KV TRANSM. 1 POLE TANGENT DOUBLE CIRCUIT HORIZONTAL 3in LlNE POST W/STATIC DE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,12/03,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDAGDE3,69KV TRANSM. 1 POLE TANGENT DOUBLE CIRCUIT HORIZONTAL LINE POST W/STATIC DE 3in,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,12/03,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113501,DDAWSON
TPDAGND,69KV TRANS 1 POLE TANG DOUBLE CIRCUIT HORIZ LINE POST W/STATIC NO DOWNGUY,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,11/99,NEW SPEC,20,8,10,22,20,8,10,22,150604,MNESS,0,0,0,0,0,
TRFBUS1P,TRANSFORMER 120/240 SINGLE PHASE SECONDARY CONNECTION,S,SITEINV,Secondary Specs,A,OD,OH CONSTRUCTION,OHSEC,0,BUSWORK,240/120V,,,,1PHASE,,,,,,,,368,NONGIS,,11,1.1,02/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,3,2,82728,MNESS
TS-3,Obsolete Transmission Spec-15 - 30 Deg AngleVert69KV 1 pole suspension-Use TS3B,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS-3G,Obsolete Transmission Spec-15-30 Deg AngleVert69KV 1 pole Susp. TM-2-Use TS3B,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS-3GA,Obsolete Transmission Spec,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-4,Obsolete Transmission Spec-30-50 Deg AngleVert69KV 1 pole suspension,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-4G,Obsolete Transmission Spec-30-50 Deg AngleVert69KV 1 pole Susp.OH Grnd Wire,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-4HD,Obsolete Transmission Spec -30-50 Deg Angle 69KV Heavy Duty,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5,Obsolete Transmission Spec  -60-90 Deg Angle 69KV,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5A,Obsolete Transmission Spec,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5AS,Obsolete Transmission Spec,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5G,Obsolete Transmission Spec,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5G-1,Obsolete Transmission Spec- 69 KV Deadend with OH Ground,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5G-3,Obsolete Transmission Spec -69 KV Vertical Dead End 3 - Way,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5G-HD,Obsolete Transmission Spec -50-90 Deg Angle 69KV Heavy Duty,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS-5HD,Obsolete Transmission Spec,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS1155G1,Obsolete Transmission Spec,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS1A,69KV TRANSMISSION 1 POLE ANGLE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,355,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS1AG,69KV TRANSMISSION 1 POLE ANGLE W/OHGW,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,0,0,0,355,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS1AM,69KV TRANSMISSION 1 POLE ANGLE SWING BRACKETS,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,355,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS1B,115KV TRANSMISSION 1 POLE ANGLE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,355,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS1BG,115KV TRANSMISSION 1 POLE ANGLE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS2P10,TERMINAL SPADE 2 HOLE PAD 1/0 KCM AL,A,SITEINV,Primary Specs,A,UD,UG CONSTRUCTION,UGSUBASS,0,TERMINAL,1/0 AL/CU,2HOLE,,,,,,,,,,,365,NONGIS,,51,1.1,03/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,3,2,94326,MNESS
TS2P2,Obsolete Terminal Spade 2 Hole Pad 2AAAC - Use TC2P2A,A,SITEINV,Secondary Specs,O,OD,OH CONSTRUCTION,OHSEC,0,Obsolete,2 AL/CU,2HOLE,,,,,,,,,,,365,NONGIS,,12,1.1,03/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,3,2,94322,MNESS
TS2P20,TERMINAL SPADE 2 HOLE PAD 2/0,A,SITEINV,Primary Specs,A,UD,UG CONSTRUCTION,UGSUBASS,0,TERMINAL,2/0 AL/CU,2HOLE,,,,,,,,,,,367,NONGIS,,51,1.1,03/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,3,2,94315,MNESS
TS2P2A,TERMINAL SPADE 2 HOLE PAD 2AAAC,A,SITEINV,Primary Specs,A,UD,UG CONSTRUCTION,UGSUBASS,0,TERMINAL,2AAAC,2HOLE,,,,,,,,,,,367,NONGIS,,51,1,03/98,ADDED BOLT & TUBING,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113502,DDAWSON
TS2P350,Obsolete Terminal Spade 2 Hole Pad 350 - Use TC2P350,A,SITEINV,Secondary Specs,O,OD,OH CONSTRUCTION,OHSEC,0,Obsolete,350 AL/CU,2HOLE,,,,,,,,,,,365,NONGIS,,12,1,03/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS2P4,TERMINAL SPADE 2 HOLE PAD 4 AL,A,SITEINV,Primary Specs,A,UD,UG CONSTRUCTION,UGSUBASS,0,TERMINAL,4 AL/CU,2HOLE,,,,,,,,,,,365,NONGIS,,51,1.1,03/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,3,2,95520,MNESS
TS2P40,Obsolete Terminal Spade 2 Hole Pad 4/0 - Use TC2P40,A,SITEINV,Secondary Specs,O,OD,OH CONSTRUCTION,OHSEC,0,Obsolete,4/0 AL/CU,2HOLE,,,,,,,,,,,365,NONGIS,,12,1,03/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS2P4CU,TERMINAL SPADE 2 HOLE PAD 4 COPPER,A,SITEINV,Primary Specs,A,UD,UG CONSTRUCTION,UGSUBASS,0,TERMINAL,4CU,2HOLE,,,,,,,,,,,365,NONGIS,,51,1.1,03/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,3,2,95738,MNESS
TS2P6CU,TERMINAL SPADE 2 HOLE PAD 6 COOPER,A,SITEINV,Primary Specs,A,UD,UG CONSTRUCTION,UGSUBASS,0,TERMINAL,6CU,2HOLE,,,,,,,,,,,365,NONGIS,,51,1.1,03/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,12,21,150721,MNESS
TS3A,69KV TRANSMISSION 1 POLE DOUBLE DEADEND,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS3A-G,69KV TRANSMISSION 1 POLE DOUBLE DEADEND W/ OHGW,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS3B,115KV TRANSMISSION 1 POLE DOUBLE DEADEND,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS3B-G,115KV TRANSMISSION 1 POLE DOUBLE DEADEND,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113248,DDAWSON
TS4A,69KV TRANSMISSION 1 POLE DOUBLE DEADEND SMALL ANGLE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS4A-G,69KV TRANSMISSION 1 POLE DOUBLE DEADEND SMALL ANGLE W OHGW,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TS4A-GDE,69KV TRANSMISSION 1 POLE DOUBLE DEADEND SMALL ANGLE W OHGWDE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113255,DDAWSON
TS5A-3,69KV TRANSMISSION 1 POLE DOUBLE DEADEND 50-90DEGREE  ANGLE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113502,DDAWSON
TS5A-3G,69KV TRANSMISSION 1 POLE DOUBLE DEADEND 50-90DEGREE  ANGLE W OHGW,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113502,DDAWSON
TSA75A,TAPE SHIELD ADAPTER  75OKCM 220MIL,A,SITEINV,Primary Specs,A,UD,STRUCTURES,RISERS,0,TAPESHIELD,,,750,ADDAPTER,,,,,,,,,367,NONGIS,,44,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TSDA,69KV TRANSMISSION 1 POLE ANGLE DOUBLE CIRCUIT DBL DEADEND ON STEEL DAVIT ARMS,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,11/99,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113502,DDAWSON
TSDA3,69KV TRANSMISSION 1 POLE ANGLE DOUBLE CIRCUIT DBL DEADEND ON STEEL DAVIT ARMS,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,12/03,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,113502,DDAWSON
TSDADDE,69KV TRANS 1 POLE ANG DBL CIRCT DBL DDEND ON STEEL DAVIT ARMS HORIZ INSULATOR,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,11/08,NEW SPEC,20,8,10,22,20,8,12,29,94955,MNESS,20,8,12,29,95027,MNESS
TSDAFB3,69KV TRANSMISSION 1 POLE ANGLE DBL CIRCUIT DBL DEADEND ON STEEL DAVIT ARMS  3iN,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,10/08,NEW SPEC,20,8,10,27,20,8,10,27,102050,MNESS,20,8,10,27,102120,MNESS
TSDAGDDE,69KV TRANSM 1 POLE ANG DBL CIRCT DBL DDEND STEEL DAVIT ARMS STATIC WIRE  JUMPER,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,10/08,NEW SPEC,20,8,10,22,20,8,10,22,115558,MNESS,20,8,10,22,120006,MNESS
TSDAGDDE3,69KV TRANSM 1 POLE ANGLE DBL CIRCUIT DBL DDEND ON STEEL DAVIT ARMS STATIC WIRE,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,01/04,NEW SPEC,20,5,1,1,19,95,1,1,12,MNess,20,11,4,22,141033,MNESS
TSDAGDDEI,69KV TRANS 1 POLE ANG DBL CIRCT DBL DDEND ON STEEL DAVIT ARMS STATIC WIRE H INS,S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,01/04,NEW SPEC,20,4,10,22,20,8,10,22,140059,MNESS,20,11,4,22,141022,MNESS
TSGBTRFLY,Obsolete Transmission Spec,S,SITEINV,Transmission Specs,O,OT,OH CONSTRUCTION,TRFRAME,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,54,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113502,DDAWSON
TSP,TIE   SPOOL 2/0,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,SPOOL,,2/0,,,,,,0,,,365,NONGIS,,10,1,10/98,STOCK NO. CORRECTION-RENDERED,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TSP2A,TIE   SPOOL 2AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,SPOOL,,2AL,,,,,,0,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113254,DDAWSON
TSP394,TIE   SPOOL   394.5AAAC CONDUCTOR,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,SPOOL,,394,,,,,,0,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TSP3A-G,"TRANSMISSION, STEEL POLE W/ SIDE POST INSULATORS AND OHGW LIGHT ANGLE",S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,02/00,NEW SPEC,20,0,1,1,19,95,1,1,12,MNess,20,11,4,22,141427,MNESS
TSS,TIE   SINGLE SIDE 2/0-4/0,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,SIDE,,2/0,,,,,,,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TSS2A,TIE   SINGLE SIDE 2AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,SIDE,,2AL,,,,,,,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113254,DDAWSON
TSS394,TIE   SINGLE SIDE  394AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,SIDE,,394,,,,,,,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TSS3A,"TRANSMISSION, STEEL POLE DOUBLE CIRCUIT TO DEAD END",S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,02/00,NEW SPEC,20,0,1,1,19,95,1,1,12,MNess,20,11,4,22,141431,MNESS
TSS3A-G,"TRANSMISSION, STEEL POLE DEAD END TO SLACK SPAN",S,SITEINV,Transmission Specs,A,OT,OH CONSTRUCTION,TRFRAME,0,FRAMING,,,,,,,,,,,,,356,NONGIS,,54,1,02/00,NEW SPEC,20,0,1,1,19,95,1,1,12,MNess,20,11,4,22,141439,MNESS
TSS652,TIE   SINGLE SIDE  652 CONDUCTOR,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,SIDE,,652,,,,,,,,,365,NONGIS,,10,1.0,06/01,NEW SPEC,20,1,1,1,19,95,1,1,12,MNess,20,11,4,22,143439,MNESS
TST,TIE   SINGLE TOP,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,TOP,,2/0,,,,,,0,,,365,NONGIS,,10,1,03/00,STOCK NO. CHANGE,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TST2A,TIE   SINGLE TOP 2AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,TOP,,2AL,,,,,,0,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113254,DDAWSON
TST394,TIE   SINGLE TOP   394.5AAAC CONDUCTOR,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,TOP,,394,,,,,,0,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TST652,TIE   SINGLE TOP   652 CONDUCTOR,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,TIE,SINGLE,TOP,,652,,,,,,,,,365,NONGIS,,10,1.0,06/01,NEW SPEC,20,1,1,1,19,95,1,1,12,MNess,20,11,4,22,143439,MNESS
TTAP20,T-TAP JUMPER   DISCONNECTABLE 2/0AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,JUMPER,DISC,,,2/0,,,,,,,,,365,NONGIS,,10,1.0,01/97,NEW SPEC,20,2,1,16,19,96,1,2,12,MNess,20,11,4,22,134955,MNESS
TTAP394,T-TAP JUMPER   DISCONNECTABLE 394AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,JUMPER,DISC,,,394,,,,,,,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TTAP652,T-TAP JUMPER   DISCONNECTABLE 652AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,JUMPER,DISC,,,652,,,,,,,,,365,NONGIS,,10,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113249,DDAWSON
TTAP927,T-TAP JUMPER   DISCONNECTABLE 927AAAC,A,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,SUBASS,0,JUMPER,DISC,,,927,,,,,,,,,365,NONGIS,,10,1.0,04/00,NEW SPEC,20,0,1,1,19,95,1,1,12,MNess,20,11,4,22,142520,MNESS
