CUUNIT,CUDESC,CUTYPE,CUTABL,CUPROM,CUOBSO,CUUNDR,CUMSTI,CUSUBI,CUSYMB,CUSEL1,CUSEL2,CUSEL3,CUSEL4,CUSEL5,CUATR1,CUATR2,CUATR3,CUATR4,CUATR5,CUCOLD,CUHOT,CURMV,CUFERC,CUFEAT,CUKIND,CUADDI,CURNUM,CURDTE,CURDES,CUEFCC,CUEFYY,CUEFMM,CUEFDD,CUCRCC,CUCRYY,CUCRMM,CUCRDD,CUCRTT,CUCRUU,CUCHCC,CUCHYY,CUCHMM,CUCHDD,CUCHTT,CUCHUU
12477S,"LABEL TAPE, ST. LT. POLE",N,SITEINV,Stock Number Assm,A,,STOCK,SUP,0,MGS,,,,,,,,,,,,,365,NONGIS,,99,1,2/03,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113440,DDAWSON
12479S,COYOTE ENCLOSURE-RUNT 48 SPLICE ENCLOSURE,N,SITEINV,Stock Number Assm,A,,STOCK,FOP,0,FOH,,,,,,,,,,,,,397,NONGIS,,99,1,02/03,ADDED STOCK AS ASSMBLIES,20,3,12,2,20,3,12,2,0,Somebody,20,5,4,15,113456,DDAWSON
12481S,COYOTE ENCLOSURE-RUNT 24 SPLICE ENCLOSURE,N,SITEINV,Stock Number Assm,A,,STOCK,FOP,0,FOH,,,,,,,,,,,,,397,NONGIS,,99,1,02/03,ADDED STOCK AS ASSMBLIES,20,3,12,2,20,3,12,2,0,Somebody,20,5,4,15,113456,DDAWSON
12491S,"COUPLING, PVC, 3"", HDPE PVC",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,Somebody,20,5,4,15,113440,DDAWSON
12492S,"BRACE, 48"", WOOD, CROSSARM.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,ARB,,,,,,,,,,,,,364,NONGIS,,99,1,10/04,NEW SPEC,19,95,1,1,20,4,10,4,132752,MNESS,20,5,4,15,113503,DDAWSON
12493S,"BRACE, 60"", WOOD, CROSS ARM.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,ARB,,,,,,,,,,,,,364,NONGIS,,99,1,10/04,NEW SPEC,19,95,1,1,20,4,10,4,132828,MNESS,20,5,4,15,113503,DDAWSON
12513S,FIBEROPTICS ALUMINUM SUSPENSION FOR ADSS CABLE,N,SITEINV,Stock Number Assm,A,,STOCK,FOP,0,FOH,,,,,,,,,,,,,397,NONGIS,,99,1,08/03,NEW SPEC,20,3,12,2,20,3,12,2,0,Somebody,20,5,4,15,113457,DDAWSON
12516S,"POLE, DISTIBUTION, 40'CL.4,DOUGLAS FIR, PENTA TREATED.",N,SITEINV,Stock Number Assm,A,,STOCK,POT,0,PDP,,,,,,,,,,,,,364,NONGIS,,99,1,11/03,NEW SPEC,19,95,1,1,0,0,0,0,0,Somebody,20,5,4,15,113455,DDAWSON
12517S,"LIND  CHAIN 5/8 X 3-3/4 IN I. LENGTH X 1"" WIDTH",N,SITEINV,Stock Number Assm,A,,STOCK,FAS,0,BGT,,,,,,,,,,,,,365,NONGIS,,99,1,12/03,NEW SPEC,19,95,1,1,0,0,0,0,0,Somebody,20,5,4,15,113456,DDAWSON
12529S,CABLE TIES/LASHING TIES STAINLESS STEEL,N,SITEINV,Stock Number Assm,A,,STOCK,SUP,0,MGS,,,,,,,,,,,,,367,NONGIS,,99,1,5/01,NEW STOCK,19,95,1,1,0,0,0,0,0,Somebody,20,5,4,15,113458,DDAWSON
12568S,"BUSHING, REDUCER, PVC, 2""-1"", SCH. 40.",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,08/05,NEW STOCK,19,95,1,1,20,5,8,29,104831,MNESS,0,0,0,0,0,
12584S,"CONDUCTOR, 1/0 STR COPPER SOLID INSULATED - JUMPER CABLE",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CHD,,,,,,,,,,,,,365,NONGIS,,99,1,06/06,NEW STOCK,19,95,1,1,20,6,6,7,92617,MNESS,0,0,0,0,0,
12585S,"Obsolete Conductor, #4 STR Copper Insulated - Jumper Cable-Use 12674S",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CHD,,,,,,,,,,,,,365,NONGIS,,99,1.1,03/09,OBSOLETE REPLACED WITH 12674,19,95,1,1,20,6,6,7,92545,MNESS,20,9,3,30,90209,MNESS
12586S,"POLE, STEEL, SINGLE STRUCTURE DESIGN BUILD",N,SITEINV,Stock Number Assm,A,,STOCK,POT,0,PDP,,,,,,,,,,,,,355,NONGIS,,99,1,05/06,NEW STOCK ASSEMBLIE,20,3,12,2,20,6,6,7,85403,MNESS,0,0,0,0,0,
12587S,"POLE, STEEL, DOUBLE STRUCTURE DESIGN BUILD",N,SITEINV,Stock Number Assm,A,,STOCK,POT,0,PDP,,,,,,,,,,,,,355,NONGIS,,99,1,05/06,NEW STOCK ASSEMBLIE,20,3,12,2,20,6,6,7,85415,MNESS,0,0,0,0,0,
12596S,"Obsolete Terminal, Plug, 1/0 STR. ALUM. Generic 99039S",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,TER,,,,,,,,,,,,,365,NONGIS,,,1,12/06,NEW STOCK ADDED TO GENERIC 99039S,20,6,12,26,20,6,12,26,104515,MNESS,0,0,0,0,0,
12611S,Y-CLEVIS EYE,N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,EYE,,,,,,,,,,,,,365,NONGIS,,99,1,8/07,NEW STOCK ITEM,20,7,8,22,20,7,8,22,93300,MNESS,0,0,0,0,0,
12626S,"HAND HOLE, 30""X 48""X 24"", BOX ONLY, CONCRETE POLYMER",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,FBG,,,,,,,,,,,,,367,NONGIS,,99,1,06/08,NEW SPEC,20,8,6,27,20,8,6,27,81016,MNESS,20,8,6,27,81041,MNESS
12627S,"HAND HOLE, LID ONLY, 30""X 48"" X 24"" FOR 1262S",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,FBG,,,,,,,,,,,,,367,NONGIS,,99,1,06/08,NEW SPEC,20,8,6,27,20,8,6,27,81306,MNESS,20,8,6,27,81310,MNESS
12657S,"POLE, TRANSMISSION, STEEL POLE DIRECT EMBEDMENT BUILT TO PUD SPEC",N,SITEINV,Stock Number Assm,A,,STOCK,POT,0,PDP,,,,,,,,,,,,,355,NONGIS,,08,1,11/08,NEW STOCK NUMBER,20,8,11,14,20,8,11,14,104919,MNESS,0,0,0,0,0,
12671S,"TUBING, COLD SHRINK,  6 1/2 IN #2 TO 4/0 CONDUCTOR",N,SITEINV,Stock Number Assm,A,,STOCK,GEN,0,STK,,,2-4/0,COLD,,,,,,,,,365,NONGIS,,99,1,02/09,NEW ASSEMBLY,19,95,1,1,20,9,2,17,95155,MNESS,0,0,0,0,0,
12674S,"CONDUCTOR, NO 4 COPPER SOLID INSULATED - JUMPER CABLE",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CHD,,,,,,,,,,,,,365,NONGIS,,99,1,03/09,NEW STOCK,19,95,1,1,20,9,3,30,90320,MNESS,0,0,0,0,0,
12684S,LUMINAIRE HPS 100 W (COBRA HEAD) TYPE 3   120 V COOPER FOR TESTING,N,SITEINV,Stock Number Assm,A,,STOCK,STL,0,LUM,,,,,,,,,,,,,373,NONGIS,,99,1,08/09,NEW STOCK,19,95,1,1,20,9,8,12,104207,MNESS,20,9,11,9,81821,MNESS
12685S,MAST ARM  STEEL 1.5in X 10ft DOUBLE GUY   COOPER FOR TESTING,N,SITEINV,Stock Number Assm,A,,STOCK,STL,0,LUM,,,,,,,,,,,,,373,NONGIS,,99,1,08/09,NEW STOCK,19,95,1,1,20,9,8,12,104044,MNESS,0,0,0,0,0,
12686S,"POLE, DISTRIBUTION, 45'-CL.1, DOUG FIR, PENTA TREATED",N,SITEINV,Stock Number Assm,A,,STOCK,POT,0,PDP,,,,,,,,,,,,,364,NONGIS,,99,1,08/09,NEW STOCK,20,3,12,2,20,9,8,13,165309,MNESS,0,0,0,0,0,
131.01,Obsolete Underground Spec-Like 211.10-15KV,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,601,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
131.02,Obsolete Underground Spec-Like 211.10-15KV,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,600,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
131.10,Obsolete Underground Spec-Unknown-1 phase riser?,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,627,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
132.01,Obsolete Underground Spec-Like 212.11-15KV,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,602,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
132.02,Obsolete Underground Spec-Like 212.11-15KV,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,614,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
133.01,Obsolete Underground Spec-Like 213.11,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,603,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
133.02,"Obsolete Underground Spec-Like 213.11 using 3"" pvc",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
133.50,Obsolete Underground Spec-Like 214.10w/3-1/2 steel riser + 72.22 on exsting Xrm,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,76,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,605,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
142.01,Obsolete Underground Spec-Like 231.10,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,373,NONGIS,310,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
143.01,Obsolete Underground Spec-Like 231.12-galv.steel,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,607,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
160.01,Obsolete Underground Spec-sec->serv. Connector system and locator pin,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,640,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,20,103012,WALTH
160.02,Obsolete UG Spec-Sec. Connect Assm for 2 or 3 serv's from 1 sec run and locator,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,641,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,21,112704,MNESS
160.04,Obsolete UG Spec-Sec. Connect Assm for 4 or 5 serv's from 1 sec run and locator,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,642,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,21,112742,MNESS
161.01,Obsolete Underground Spec-Secondary pedestal for UG serv.,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,645,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
16MALWLD,16 M ALUMOWELD GUY WIRE,W,SITEINV,OH Primary,A,OT,CONDUCTORS,TRANSMCON,10,GUYWIRE,16M,,,Active,16M,ALWD,BARE,,SG16M,,,,356,CKT,,36,1.1,04/10,CHANGED TO TRASMISSION AND SYMBOLISED,19,96,1,16,19,96,1,2,12,MNess,20,10,4,21,81707,MNESS
16MOHGW,16M ALUMOWELD OVERHEAD GROUND WIRE-STATIC WIRE-SYMBOLISED,W,SITEINV,OH Primary,A,OT,CONDUCTORS,TRANSMCON,101,GUYWIRE,16M,,,Active,16M,ALWD,BARE,,16MOHGW,,,,356,CKT,,36,1.1,04/10,CHANGED TO TRASMISSION AND SYMBOLISED,19,96,1,16,19,96,1,2,12,MNess,20,10,4,21,81707,MNESS
170.03,"Obsolete Underground Spec-Like PDXFCS but 48""x40""",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,368,NONGIS,310,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
171.02,"Obsolete Underground Spec-Like PDXFCS but 48""x48""",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,368,NONGIS,312,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
172.02,"Obsolete Underground Spec-8''x52"" conc. Pad for Transfmr Enclosure",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,366,NONGIS,313,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
175.01,"Obsolete Underground Spec-Like PDXFCS but 48""x40""",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,368,NONGIS,311,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
175.02,"Obsolete Underground Spec-Like PDXFCS but 40""x40"" w/pri and sec.openings",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,368,NONGIS,314,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,20,103012,WALTH
175.03,"Obsolete Underground Spec-Like PDXFCS but 30""x44""",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,368,NONGIS,315,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
175.04,"Obsolete Underground Spec-Like PDXFCS but 40""x44""",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,368,NONGIS,375,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
179.01,"Obsolete Underground Spec-Like 290.81-w/3-(3/4""x18"")bolts",S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,10,Obsolete,,,,Obsolete,,,,,,,,,373,NONGIS,402,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
180.01,Obsolete Underground Spec-Locator pin,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,650,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113218,DDAWSON
2/0AAAC,155.4 KCM AAAC 7-STRAND (2/0AWG EC EQUIV)  ANEHEIM,W,SITEINV,OH Primary,A,OD,CONDUCTORS,OHPRIMCON,101,ANAHEIM,296AMPS,155.4KCM,,,2/0,AAAC,BARE,,2/0AAAC,,,,365,CKT,229,36,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,7,6,25,110509,MNESS
20.10,Obsolete 1-Phase 2 Wire Vertical PTI Non-Corrosive,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,NON-CORRO,0-10,0,NO,,,,,,0,,,,NONGIS,,1,1.4,05/05,OBSOLETE PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,6,142728,MNESS
20.11,1-PHASE 2 WIRE VERTICAL PTI,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHVERT,0,LOW NEUT,TANGENT,0-10,0,NO,,,,,,0,,,,NONGIS,,1,1.2,01/04,JUMPER SLEEVE NOTES CHANGED,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,105630,MNESS
20.12,Obsolete Single Phase Spec-Like 20.11+BDU,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,6,10,142141,DDAWSON
20.20,Obsolete 1-Phase 2 Wire Vertical  Double PTI Non-Corrosive,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,NON-CORRO,"0,30-60",0,NO,,,,,,0,,,,NONGIS,,1,1.3,05/05,OBSOLETE PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,6,142729,MNESS
20.21,1-PHASE 2 WIRE VERTICAL DOUBLE PTI OR REDUCED TENSION,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHVERT,0,LOW NEUT,TANGENT,"0,30-60",0,NO,,,,,,0,,,,NONGIS,,1,1.2,10/03,CHANGED XARM BRACE TO WOOD,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,105647,MNESS
20.22,Obsolete Single Phase Spec-Like 20.21+BRC,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,9,20,150818,MNESS
20.23,Obsolete Single Phase Spec-Like 20.21+BRC,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,9,20,150818,MNESS
20.24,Obsolete 1 Phase 2 Wire Deadend Reduced Tension Spec Use 20.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,NON-CORRO,0,0,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,6,10,142141,DDAWSON
20.25,Obsolete 1 Phase 2 Wire Deadend Reduced Tension Spec Use 20.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,CORROSIVE,0,0,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,6,10,142141,DDAWSON
20.30,Obsolete 1-Phase 2 Wire Vert Angle or Deadend Non-Corrosive-Use20.31,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,NON-CORRO,"0,30-60",0,NO,,,,,,0,,,,NONGIS,,1,1.3,02/05,OBSOLETE  NON-CORROSIVE INSULATOR REMOVE,19,96,1,16,19,96,1,2,12,MNess,20,5,4,27,143748,MNESS
20.31,1-PHASE 2 WIRE VERTICAL ANGLE OR DEADEND,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHVERT,0,LOW NEUT,ANGLEDEND,"0,30-60",0,NO,,,,,,0,,,,NONGIS,,1,1.3,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,105702,MNESS
20.40,Obsolete 1-Phase 2 Wire Vert Deadend Corner Non-Corrosive-Use 20.41,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,NON-CORRO,60-90,0,NO,,,,,,0,,,,NONGIS,,1,1.3,02/05,OBSOLETE  NON-CORROSIVE INSULATOR REMOVE,19,96,1,16,19,96,1,2,12,MNess,20,5,4,27,143931,MNESS
20.41,1-PHASE 2 WIRE VERTICAL DEADEND CORNER,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHVERT,0,LOW NEUT,ANGLEDEND,60-90,0,NO,,,,,,0,,,,NONGIS,,1,1.3,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,105702,MNESS
20.50,Obsolete 1 Phase 2 Wire Vertical Deadend Use spec 20.30,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,NON-CORRO,0,0,Obsolete,,,,,,0,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,6,10,142142,DDAWSON
20.51,Obsolete 1-Phase 2 Wire Vertical Deadend Corrosive,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,CORROSIVE,0,0,Obsolete,,,,,,0,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,6,10,142142,DDAWSON
20.60,Obsolete 1-Phase 2 Wire Vert Thru Deadend Non-Corrosive-Use 20.61,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHVERT,0,Obsolete,NON-CORRO,0-5,0,NO,,,,,,0,,,,NONGIS,,1,1.3,02/05,OBSOLETE  NON-CORROSIVE INSULATOR REMOVE,19,96,1,16,19,96,1,2,12,MNess,20,5,4,27,144108,MNESS
20.61,1-PHASE 2 WIRE VERTICAL THRU DEADEND,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHVERT,0,LOW NEUT,THRUDEND,0-5,0,NO,,,,,,0,,,,NONGIS,,1,1.2,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,110155,MNESS
20.62,Obsolete Single Phase Spec-Use 20.61,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,1,1,02/99,NEUTRAL LOWERED FROM 8' TO 9.5',19,96,1,16,19,96,1,2,12,MNess,20,4,9,20,151133,MNESS
200.10,HANDHOLE 36in X 14in W/O LID (PRIMARY APPLICATIONS TRANSFORMERS),S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,17,PRIMARY,HANDHOLE,36X14in,,W/O COVER,,,,,,,,,366,URD,652,39,1,03/01,GROUND CONDUCTOR CHANGED HARD TO SOFT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
200.11,HANDHOLE 36in X 14in W/ LID and BUMPERPOST(PRIMARY  NON-TRANSFORMER),S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,17,PRIMARY,HANDHOLE,36X14in,,W/COVER,,,,,,,,,366,URD,653,39,1,07/04,GROUNDING ADDED,19,96,1,16,19,96,1,2,12,MNess,20,5,4,20,103012,WALTH
200.12,Obsolete Spec Use 202.20 (Secondary Spec for HH20 installation),S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,16,Obsolete,HANDHOLE,,,,,,,,,,,,366,URD,654,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
200.13,I  POSITION GROUNDSLEEVE  (1  RANCH RUNNER ),S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,17,PRIMARY,GNDSLEEVE,25x35in,,W/O COVER,,,,,,,,,367,URD,655,39,1,03/01,GROUND CONDUCTOR CHANGED HARD TO SOFT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
200.14,"Obsolete 2 Xfmrr Ground Sleeve Spec-Like 200.15 w/2 openings 53""x24""",S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,656,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
200.15,3 POSITION GROUNDSLEEVE  (3 RANCH RUNNER )was 3 grnd sleeves,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,17,PRIMARY,GNDSLEEVE,24x75in,,W/O COVER,,,,,,,,,366,URD,657,39,1,03/01,GROUND CONDUCTOR CHANGED HARD TO SOFT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
200.16,GROUNDSLEEVE 42in X 38in W/O LID FOR SHRUBLINE TRANSFORMER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,17,PRIMARY,GNDSLEEVE,42X38in,,W/O COVER,,,,,,,,,366,URD,655,39,1,07/04,MINI 3 PHASE NOTE REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
200.17,Obsolete 2 Groundsleeves For  V Phase  (2  Ranch Runner's ),S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,GNDSLEEVE,2-25x35in,,W/O COVER,,,,,,,,,366,URD,655,39,1.0,02/98,COST CORRECTI0N,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,115241,DDAWSON
200.18,Obsolete 2 HH36B's for V Phase Shrublines (Primary Applications Transformers),S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,HANDHOLE,2-36X14in,,W/O COVER,,,,,,,,,366,URD,652,39,1.0,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,115241,DDAWSON
200.19,Obsolete Handhole 36inX14in w/Lid Only (Primary  Non-Transformer)-Use 202.36,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,HANDHOLE,36X14in,,W/COVER,,,,,,,,,366,URD,653,39,1.0,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,115241,DDAWSON
200.20,Obsolete Spec Use 202.14,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,15,Obsolete,HANDHOLE,,,W/COVER,,,,,,,,,366,NONGIS,997,39,1,01/96,NOTE REMOVED  NO 4/UTA,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,93704,MNESS
