PAFRM,PATO,PAQTY,PABUBB,PAFLAG,PAEFCC,PAEFYY,PAEFMM,PAEFDD,PASTCC,PASTYY,PASTMM,PASTDD,PACRCC,PACRYY,PACRMM,PACRDD,PACRTT,PACRUU,PACHCC,PACHYY,PACHMM,PACHDD,PACHTT,PACHUU
SWTBRIARV,11244,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140512,DDAWSON
SWTBRIARC,11244,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
STEPHENSV,11242,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
SLPYROCKC,11986,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
SLPYROCKV,11986,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
REEDV,11227,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
REEDC,11227,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
GOYA,11251,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
UGT-1,11253,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
WESLEVANC,11245,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
UG-13,11257,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
WESLEVANV,11245,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
UG-12,11258,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,9,7,20,80009,MNESS
OYSTERC,11231,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,7,9,12,92702,MNESS
CUWELD8A,11213,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140513,DDAWSON
CUWELD2A,11215,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140513,DDAWSON
CUWELD2J,11215,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140513,DDAWSON
DORICV,11236,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
UGT-10,11254,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,11,9,14,82711,MNESS
UGT-11,11253,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140513,DDAWSON
PAD4PRI,11761,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
VFI200,12354,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
DRYWELLF,12371,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
DRYWELLF,12001,4,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
DRYWELLF,11386,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
12479S,12479,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
12481S,12481,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
XFS25,12001,4,E,,19,95,1,1,19,95,1,1,20,3,2,11,113622,,20,4,6,10,140513,DDAWSON
XFS50,12001,4,E,,19,95,1,1,19,95,1,1,20,3,2,11,113640,,20,4,6,10,140513,DDAWSON
XFSUB100,12001,4,E,,19,95,1,1,19,95,1,1,20,3,2,11,113752,,20,4,6,10,140513,DDAWSON
XFSUB50,12001,4,E,,19,95,1,1,19,95,1,1,20,3,2,11,113858,,20,4,6,10,140513,DDAWSON
XFSUB75,12001,4,E,,19,95,1,1,19,95,1,1,20,3,2,11,113923,,20,4,6,10,140513,DDAWSON
DRYWELLF,12002,1,F,,19,95,1,1,19,95,1,1,20,3,2,11,12144,,20,4,6,10,140513,DDAWSON
PAD4PRI,99013,2,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
PAD4PRI,99041,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
UGINTR,12002,1,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
UGINTRF,12001,4,E,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
VFI,12001,4,F,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
VFI200,12001,4,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
VFI200P1,12001,4,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
P4PRI394,99041,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140513,DDAWSON
VFI200P1,12140,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140513,DDAWSON
VFI,12002,1,B,,19,95,1,1,19,95,1,1,20,0,3,27,101139,,20,4,6,10,140513,DDAWSON
VFI,11386,2,C,,19,95,1,1,19,95,1,1,20,0,3,27,101214,,20,4,6,10,140513,DDAWSON
VFI,12034,10,D,,19,95,1,1,19,95,1,1,20,0,3,27,10133,,20,4,6,10,140513,DDAWSON
VFI200,12002,1,B,,19,95,1,1,19,95,1,1,20,0,3,27,101328,,20,4,6,10,140513,DDAWSON
VFI200,11386,1,C,,19,95,1,1,19,95,1,1,20,0,3,27,101338,,20,4,6,10,140513,DDAWSON
VFI200P1,12002,1,B,,19,95,1,1,19,95,1,1,20,0,3,27,10146,,20,4,6,10,140514,DDAWSON
VFI200P1,11386,1,C,,19,95,1,1,19,95,1,1,20,0,3,27,101415,,20,4,6,10,140514,DDAWSON
XFS25,11386,1,D,,19,95,1,1,19,95,1,1,20,0,3,30,10453,,20,4,6,10,140514,DDAWSON
XFS50,11386,1,D,,19,95,1,1,19,95,1,1,20,0,3,30,105729,,20,4,6,10,140514,DDAWSON
TC-14DE,11125,2,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,143051,MNESS
TC-28DE,99002,3,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-26,11811,5,H,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,163957,MNESS
TC-28,99002,3,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-14,11125,2,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,142946,MNESS
TC-12,99002,2,J,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162852,MNESS
TC-11,99002,5,J,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162635,MNESS
XFSUB75,11386,2,D,,19,95,1,1,19,95,1,1,19,98,8,24,10140,,20,4,6,10,140514,DDAWSON
TC-12,99001,4,N,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162909,MNESS
TC-11,99005,4,N,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162701,MNESS
TC-26,11095,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,163853,MNESS
TC-11,99006,4,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,141506,MNESS
TC-12,99006,2,D,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-28,99006,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC22,99006,2,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140514,DDAWSON
TC22,99007,4,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140514,DDAWSON
TC-14,99006,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,142935,MNESS
TC-22DE,99008,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-28DE,99008,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-11,99008,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-14DE,99006,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,143039,MNESS
TC-12,99008,3,B,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
P4PRI394,99013,4,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140514,DDAWSON
TC-12,99014,6,H,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162837,MNESS
TC22,99014,8,G,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140514,DDAWSON
TC-22DE,99014,6,E,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-11,99014,3,H,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162628,MNESS
TC-14,11909,2,E,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,142950,MNESS
TC-12,99016,2,E,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162818,MNESS
TC-11,99016,4,E,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162546,MNESS
TC-26,99006,4,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,163909,MNESS
TC-28DE,99016,6,E,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-28,99016,3,E,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-14DE,11909,2,E,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,143114,MNESS
TC22,99016,4,E,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140514,DDAWSON
TC-28DE,99040,3,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-14DE,11811,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,143045,MNESS
TC-26,11125,2,F,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,163934,MNESS
TC-28,99040,3,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140514,DDAWSON
TC-11,99040,5,F,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162614,MNESS
TC-14,11811,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,142939,MNESS
TC-12,99040,5,F,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162829,MNESS
TC-12,99043,2,C,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162736,MNESS
TC22,99043,24,J,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
TC-11,99043,8,L,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162641,MNESS
TC-11,99044,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162601,MNESS
TC-26,11050,3,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,163900,MNESS
TC22,99044,4,N,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
TC-28,99044,3,J,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140515,DDAWSON
TC-28DE,99044,3,H,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140515,DDAWSON
TC-12,99044,4,L,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,13,5,23,162916,MNESS
TPDA-G,IPP115FB,6,C,,19,95,1,1,19,95,1,1,20,0,2,4,114627,,20,4,6,10,140515,DDAWSON
TPDA-GDE,IPP115FB,6,C,,19,95,1,1,19,95,1,1,20,0,2,4,13504,,20,4,6,10,140515,DDAWSON
TSP3A-G,11182S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
TSP3A-G,12350S,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
TSP3A-G,IPP115FCT,3,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,6,7,16,210932,WALTH
XFSUB100,11386,2,D,,19,95,1,1,19,95,1,1,19,98,6,29,155619,,20,4,6,10,140515,DDAWSON
XFSUB50,11386,2,D,,19,95,1,1,19,95,1,1,19,98,6,29,1619,,20,4,6,10,140515,DDAWSON
TPDA-G,11182S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
TPDA-G,12350S,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
TPDA-GDE,11994S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
TPDA-GDE,11409S,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
DRYWELLF,12419,1,D,,19,95,1,1,19,95,1,1,20,1,7,30,121731,,20,4,6,10,140515,DDAWSON
DRYWELLF,12436,1,E,,19,95,1,1,19,95,1,1,20,1,12,10,10915,,20,4,6,10,140515,DDAWSON
273.61,SWITCHNO,1,D,,19,95,1,1,19,95,1,1,20,0,8,1,84422,,20,4,6,10,140515,DDAWSON
VLTLRGE,12052,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140515,DDAWSON
VLTLRGE,12051,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140515,DDAWSON
VLTLRGE,12116,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140515,DDAWSON
VLTLRGE,12114,1,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140515,DDAWSON
VLTLRGE,12115,1,E,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140515,DDAWSON
RECLV3,12139,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
RECLV1UG,12337,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
273.61,RECLV1UG,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
273.61,BINSERT,6,C,,19,95,1,1,19,95,1,1,20,0,4,10,91756,,20,4,6,10,140515,DDAWSON
273.61,SNSTKON,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
REGLSV1,12489,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
REGLSV1,12001,4,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
REGLSV1,12002,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
REGBYPASS,12462,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140515,DDAWSON
62.12,ANCEXP300,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140515,DDAWSON
62.12,11012S,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140515,DDAWSON
62.12,99018S,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
222.15,SNSTKON,2,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140515,DDAWSON
222.15,11386S,2,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
CS2/0,11176,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
210.22R,12220S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
210.22R,11892S,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
210.22R,12167S,2,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
210.22R,12164S,2,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140515,DDAWSON
210.22R,11877S,2,E,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
210.22R,11893S,1,F,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
210.22R,CABLETAG,2,G,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
210.22R,12160S,2,H,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
210.20AT,12167S,1,D,,19,95,1,1,19,95,1,1,20,3,4,4,101810,,20,4,6,10,140516,DDAWSON
210.20AT,12164S,1,E,,19,95,1,1,19,95,1,1,20,3,4,4,101915,,20,4,6,10,140516,DDAWSON
210.20AT,11877S,1,F,,19,95,1,1,19,95,1,1,20,3,4,4,113030,,20,4,6,10,140516,DDAWSON
210.20AT,12671S,1,G,,19,95,1,1,19,95,1,1,20,3,4,4,113759,,20,9,3,2,140002,MNESS
210.20AT,99002S,1,H,,19,95,1,1,19,95,1,1,20,3,4,4,113833,,20,4,6,10,140516,DDAWSON
210.20AT,CABLETAG,1,J,,19,95,1,1,19,95,1,1,20,3,4,4,113943,,20,4,6,10,140516,DDAWSON
210.22R,12671S,2,J,,19,95,1,1,19,95,1,1,20,3,4,4,145335,,20,9,3,2,140014,MNESS
AS10W,99004,2,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140516,DDAWSON
12491S,12491,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140516,DDAWSON
210.20AT,PCAP2GN,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,mn,20,4,6,10,140516,DDAWSON
210.20AT,12160S,1,B,,19,95,1,1,19,95,1,1,20,3,4,4,101246,,20,4,6,10,140516,DDAWSON
210.20AT,11893S,1,C,,19,95,1,1,19,95,1,1,20,3,4,4,10146,,20,4,6,10,140516,DDAWSON
AS10W,99005,2,B,,19,95,1,1,19,95,1,1,20,3,4,17,141644,,20,4,6,10,140516,DDAWSON
AS10W,12493,1,C,,19,95,1,1,19,95,1,1,20,3,4,17,141654,,20,4,6,21,115749,MNESS
AS10W,11019,1,D,,19,95,1,1,19,95,1,1,20,3,4,17,141712,,20,4,6,10,140516,DDAWSON
AS10W,99043,2,E,,19,95,1,1,19,95,1,1,20,3,4,17,141729,,20,4,6,10,140516,DDAWSON
AS10W,99042,2,F,,19,95,1,1,19,95,1,1,20,3,4,17,141742,,20,4,6,10,140516,DDAWSON
AS10W,12378,1,G,,19,95,1,1,19,95,1,1,20,3,4,17,141751,,20,4,6,10,140516,DDAWSON
AS10W,99044,2,H,,19,95,1,1,19,95,1,1,20,3,4,17,14181,,20,4,6,10,140516,DDAWSON
222.15,BINSERT,4,C,,19,95,1,1,19,95,1,1,20,0,3,14,104430,,20,4,6,10,140516,DDAWSON
202.28,HH27,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140516,DDAWSON
202.28,SITETAG,1,B,,19,95,1,1,19,95,1,1,19,99,4,28,94941,,20,4,6,10,140516,DDAWSON
231.12,CRS2PVC,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140516,DDAWSON
231.13,11913S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
231.14,CRS4PVC,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140516,DDAWSON
231.16,CRS6PVC,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140516,DDAWSON
231.12,11313S,1,B,,19,95,1,1,19,95,1,1,20,0,10,6,125446,,20,4,6,10,140516,DDAWSON
231.13,CRS3PVC,1,B,,19,95,1,1,19,95,1,1,19,98,7,28,83832,,20,4,6,10,140516,DDAWSON
211.11,TMC240,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,BRKT4,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,BRKFG18,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,CRP2PVC,1,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,ARD,1,E,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,TC2P10X,1,F,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,CABLETAG,1,G,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,BONDEQUP,1,H,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140516,DDAWSON
211.11,2AAAC,10,K,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
211.11,TS2P10,1,L,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
CAP100,11920,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
PT551WP,12449S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140516,DDAWSON
72.22,TTAP394,6,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140516,DDAWSON
72.25,AD10W,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,6,5,11,90841,MNESS
72.25,TTAP394,3,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
72.26,AD10W,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,6,5,11,131623,MNESS
72.26,TTAP394,3,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140516,DDAWSON
72.22,SBDISC,3,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
72.25,SBDISC,3,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
72.26,SBDISC,3,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
72.22,AD10W,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,6,5,10,143925,MNESS
77.10,JUMPTAP,2,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
77.10,C/OSS,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
77.10,BRKC/O,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
77.10,CAP100,1,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
77.10,BONDEQUP,1,E,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140517,DDAWSON
72.27,AD8W,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,8,10,1,114209,MNESS
72.27,TTAP394,6,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
72.27,SBDISC,3,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
73.61,RECLV1,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
73.61,BAG58,2,B,,19,95,1,1,19,95,1,1,19,98,2,4,153420,,20,4,6,10,140517,DDAWSON
73.20A,SECT27EA,2,A,,19,95,1,1,19,95,1,1,20,0,6,28,93452,,20,8,9,23,91124,MNESS
396.10,12333S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
397.10,12334S,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
72.10A,POLETAG,2,D,,19,95,1,1,19,95,1,1,20,0,8,1,92927,,20,4,6,10,140517,DDAWSON
71.40A,POLETAG,2,D,,19,95,1,1,19,95,1,1,20,0,8,1,93924,,20,4,6,10,140517,DDAWSON
71.20A,POLETAG,2,C,,19,95,1,1,19,95,1,1,20,0,8,1,94050,,20,4,6,10,140517,DDAWSON
70.40A,POLETAG,2,D,,19,95,1,1,19,95,1,1,20,0,8,1,94445,,20,4,6,10,140517,DDAWSON
72.25,POLETAG,2,D,,19,95,1,1,19,95,1,1,20,0,8,1,9525,,20,4,6,10,140517,DDAWSON
305.10,12338S,1,B,,19,95,1,1,19,95,1,1,19,99,9,21,111439,,20,4,6,10,140517,DDAWSON
RECLV1,12138,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
HH27,12314,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
HH27,11746,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
12329S,12329,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
12331S,12331,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
12332S,12332,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
12333S,12333,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
12334S,12334,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
11860S,11860,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
11853S,11853,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
11410S,11410,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
11411S,11411,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MN,20,4,6,10,140517,DDAWSON
