PAFRM,PATO,PAQTY,PABUBB,PAFLAG,PAEFCC,PAEFYY,PAEFMM,PAEFDD,PASTCC,PASTYY,PASTMM,PASTDD,PACRCC,PACRYY,PACRMM,PACRDD,PACRTT,PACRUU,PACHCC,PACHYY,PACHMM,PACHDD,PACHTT,PACHUU
TH4M-G,BOND1P,1,F,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,4,6,10,140357,DDAWSON
TH4M-G,BSA,3,J,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,4,6,10,140357,DDAWSON
TH4M-G,GUYROLLER,5,E,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,4,6,10,140357,DDAWSON
TH4M-G,ISP115,3,H,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,4,6,10,140357,DDAWSON
TH4M-G,PB7-10,6,C,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,4,6,10,140357,DDAWSON
TH4M-G,PGT3,1,G,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,4,6,10,140357,DDAWSON
TH4M-G,PTP,3,A,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,4,6,10,140357,DDAWSON
TH4M-G,TC-26A,1,K,,19,95,1,1,19,95,1,1,19,96,11,18,10374,,20,13,5,23,160627,MNESS
TH4M-G,OHGWDE,3,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140357,DDAWSON
TLP2B-G,IPP115,3,A,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140357,DDAWSON
TLP2B-G,OHGW,1,B,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140357,DDAWSON
TLP2B-G,PGT,1,C,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
TLPB,IVP115,1,C,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
TLPB,BOND1P,1,D,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
TLPB,IPP115,2,B,A,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
TLPB,PTP,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140358,DDAWSON
20.20,BASPLIT,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.20,BRPTD,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.20,IPN15SS,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.21,BRPTD,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.21,IP25SS,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.21,BASPLIT,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.24,BASPLIT,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140358,DDAWSON
20.24,IVS1,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140358,DDAWSON
20.24,BRPTD,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140358,DDAWSON
20.24,IPN15SS,1,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140358,DDAWSON
20.30,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.30,IVSP15,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.31,IVSP15,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,5,2,24,143804,MNESS
20.31,IVSP25,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.40,IVS1,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.40,IVSP15,2,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
20.41,IVSP15,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,5,2,24,145545,MNESS
20.41,IVSP25,2,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,4,6,10,140358,DDAWSON
40.10,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.10,IVSP15,3,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.11,IVSP15,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,5,2,28,81512,MNESS
40.11,IVSP25,3,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.20,IVS1,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.20,IVSP15,6,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.21,IVSP15,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,5,2,28,83849,MNESS
40.21,IVSP25,6,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.30,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.30,IVSP15,3,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.31,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
40.31,IVSP25,3,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
43.41,AD10V,1,A,B,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
43.41,IS1,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
43.41,ISP25,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.10,ASA10,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.10,IPN15LS,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.10,IPN13LS,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.11,ASA10,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.11,IP25LS,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.11,IP15LS,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.12,ASA8,1,A,B,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140358,DDAWSON
46.12,IPN15LS,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.13,ASA8,1,A,B,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.13,IP25LS,3,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.20,ADA10,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.20,IPN15LS,6,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.20,IPN13LS,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.21,ADA10,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.21,IP25LS,6,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.21,IP15LS,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.22,ADA8,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.22,IPN15LS,6,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.23,ADA8,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
46.23,IP25LS,6,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.10,ASSB,3,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,DAD,20,4,6,10,140359,DDAWSON
48.10,IP15SS,3,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,DAD,20,4,6,10,140359,DDAWSON
48.11,ASSB,3,A,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140359,DDAWSON
48.11,IP25SS,3,B,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140359,DDAWSON
48.30,ASFG36,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.30,BASPLIT,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.30,BRPT,1,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.30,IPN15SS,3,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.31,ASFG36,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.31,BASPLIT,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.31,BRPT,1,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.31,IP25SS,3,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.40,ASFG36,2,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.40,BASPLIT,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.40,BRPTD,1,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.40,IPN15SS,6,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.41,ASFG36,2,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.41,BASPLIT,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.41,BRPTD,1,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.41,IP25SS,6,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.50,ATDE48,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.50,ISP15,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.50,IVSP15,1,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.50,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.51,ATDE48,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.51,ISP25,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.51,IVSP25,1,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140359,DDAWSON
48.51,IVSP15,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,5,3,2,110316,MNESS
48.74,ISP15,1,E,,19,95,1,1,19,95,1,1,19,97,1,23,104010,,20,5,5,19,92827,MNESS
48.74,IP25LS,2,F,,19,95,1,1,19,95,1,1,19,97,1,23,104045,,20,4,6,10,140359,DDAWSON
48.74,IVSP25,1,B,,19,95,1,1,19,95,1,1,19,97,1,23,10418,,20,4,6,10,140359,DDAWSON
48.74,ATDE48,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,DAD,20,4,6,10,140359,DDAWSON
48.74,ISP25,5,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,DAD,20,4,6,10,140359,DDAWSON
48.74,IVSP15,2,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,DAD,20,5,5,19,93128,MNESS
6DASV,11226,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140359,DDAWSON
6MALWLD,11478,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
6TCSC,11228,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
ACAR927,11264,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,9,10,28,140451,MNESS
BOSCH,11254,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
BRENAUV,11243,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CADMIUMC,11229,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CADMIUMV,11229,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CNCORDIAC,11245,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUBARE1/0,11216,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUBARE2,12034,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUBARE2/0,11211,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUBARE4,11213,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUBARE4/0,11217,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUBARE6,11213,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUBARE8,11213,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWELD1/0,11216,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWELD4A,11220,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWELD6A,11219,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 1/0C,11204,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 1/0V,11204,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 2/0C,11211,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 2/0V,11211,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 2C,11215,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 2V,11215,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 4/0C,11217,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 4/0V,11217,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 4C,11229,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 4V,11229,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 6C,11228,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 6V,11228,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
CUWP 8V,11228,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
GSLV2,11838,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140400,DDAWSON
GUY6M,11478,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140400,DDAWSON
PB13-16,11136,4,B,,19,95,1,1,19,95,1,1,19,97,2,26,12612,,20,4,6,10,140400,DDAWSON
PB13-16,11071,4,C,,19,95,1,1,19,95,1,1,19,97,2,26,12649,,20,4,6,10,140400,DDAWSON
SILVERC,11228,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
SILVERV,11228,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
TINC,11229,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
TINV,11229,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
UG-1,11249,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
UG-10,11254,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,RNO,20,4,6,10,140400,DDAWSON
20.25,BASPLIT,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140400,DDAWSON
20.25,IVS1,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140400,DDAWSON
20.25,BRPTD,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140400,DDAWSON
20.25,IP25SS,1,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140400,DDAWSON
20.50,IVSP15,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140400,DDAWSON
20.50,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140400,DDAWSON
20.51,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140400,DDAWSON
20.51,IVSP25,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140400,DDAWSON
211.10,C/OSS,1,I,,19,95,9,1,19,95,9,1,19,95,9,1,72201,???,20,4,6,10,140400,DDAWSON
211.10,TMH210,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
211.10,BRKT3,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
211.10,BRKFG18,1,C,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
211.10,CRP2PVC,1,D,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
211.10,ARD,1,E,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
211.10,TC2P2X,1,F,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
211.10,CABLETAG,1,G,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
211.10,BONDEQUP,1,H,,19,95,9,1,19,95,9,1,19,95,9,1,72201,ERH,20,4,6,10,140401,DDAWSON
28.10,ASSB,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,DAD,20,4,6,10,140401,DDAWSON
28.10,IPN15SS,1,B,,19,95,9,1,19,95,9,1,19,95,9,1,72201,DAD,20,4,6,10,140401,DDAWSON
28.11,ASSB,1,A,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
28.11,IP25SS,1,B,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
28.60,IS1,1,C,,19,95,1,1,19,95,1,1,19,97,4,15,104220,,20,4,6,10,140401,DDAWSON
28.60,ATDE48,1,A,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
28.60,IVSP15,1,B,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
28.61,ISP15,1,C,,19,95,1,1,19,95,1,1,19,97,4,15,105437,,20,5,2,25,85637,MNESS
28.61,ATDE48,1,A,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
28.61,ISP25,1,B,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,5,2,25,91525,MNESS
30.10,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,4,6,10,140401,DDAWSON
30.10,IVSP15,2,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,4,6,10,140401,DDAWSON
30.11,IVSP15,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,5,2,25,100546,MNESS
30.11,IVSP25,2,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,4,6,10,140401,DDAWSON
30.20,IVS1,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
30.20,IVSP15,6,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
32.41,ADH8V2,1,A,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
32.41,IS1,1,C,,19,95,1,1,19,95,1,1,19,96,11,6,83140,,20,4,6,10,140401,DDAWSON
32.41,ISP25,2,B,,19,95,1,1,19,95,1,1,19,96,11,6,83229,,20,4,6,10,140401,DDAWSON
33.31,ADH8V2,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
33.31,ISP25,4,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
33.31,IVS1,1,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
33.31,IS1,1,E,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
33.31,IP25LS,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
38.10,ASSB,2,A,,19,95,1,1,19,95,1,1,19,96,12,4,145833,,20,4,6,10,140401,DDAWSON
38.10,IPN15SS,2,B,,19,95,1,1,19,95,1,1,19,96,12,4,145851,,20,4,6,10,140401,DDAWSON
38.11,ASSB,2,A,,19,95,1,1,19,95,1,1,19,96,12,4,145956,,20,4,6,10,140401,DDAWSON
38.11,IP25SS,2,B,,19,95,1,1,19,95,1,1,19,96,12,4,1508,,20,4,6,10,140401,DDAWSON
38.30,ASFG36,1,A,,19,95,1,1,19,95,1,1,19,96,12,4,164214,,20,4,6,10,140401,DDAWSON
38.30,IPN15SS,2,B,,19,95,1,1,19,95,1,1,19,96,12,4,164232,,20,4,6,10,140401,DDAWSON
38.31,ASFG36,1,A,,19,95,1,1,19,95,1,1,19,96,12,4,163955,,20,4,6,10,140401,DDAWSON
38.31,IP25SS,2,B,,19,95,1,1,19,95,1,1,19,96,12,4,164048,,20,4,6,10,140401,DDAWSON
38.40,ADFG36,1,A,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
38.40,IPN15SS,4,B,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
38.41,ADFG36,1,A,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
38.41,IP25SS,4,B,,19,95,1,1,19,95,1,1,0,0,0,0,0,DAD,20,4,6,10,140401,DDAWSON
38.50,ATDE48,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
38.50,ISP15,2,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
38.50,IVS1,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140401,DDAWSON
38.51,IVSP15,1,B,,19,95,1,1,19,95,1,1,19,97,4,17,9345,,20,5,2,25,143907,MNESS
38.51,ATDE48,1,A,,19,95,1,1,19,95,1,1,19,96,12,5,1500,,20,4,6,10,140401,DDAWSON
38.51,ISP25,3,C,,19,95,1,1,19,95,1,1,19,96,12,5,15121,,20,4,6,10,140402,DDAWSON
32.31,ADH8V2,1,A,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,4,6,10,140402,DDAWSON
32.31,IS1,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,4,6,10,140402,DDAWSON
32.31,ISP25,2,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,ERH,20,4,6,10,140402,DDAWSON
290.51,PLAL23,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140402,DDAWSON
41.12,AS8,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140402,DDAWSON
41.12,BRPT,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140402,DDAWSON
41.12,IP15LS,2,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140402,DDAWSON
41.12,IP15SS,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140402,DDAWSON
41.13,AS8,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140402,DDAWSON
41.13,BRPT,1,C,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140402,DDAWSON
41.13,IP25LS,2,D,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140402,DDAWSON
41.13,IP25SS,1,B,,19,95,1,1,19,95,1,1,19,95,6,23,72201,NELS,20,4,6,10,140402,DDAWSON
201.13,PDXFPL,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140402,DDAWSON
201.50,SWSTD1,1,A,,19,95,9,1,19,95,9,1,19,95,9,1,72201,MLW,20,4,6,10,140402,DDAWSON
